#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
6	NC_032094.1	114676	115535	-	30515328	RPS13	CAALFM_C600650CA	XP_019330988.1	151	ribosomal 40S subunit protein S13
6	NC_032094.1	115818	116422	-	3647133	-	CAALFM_C600660CA	XP_019330989.1	136	hypothetical protein CAALFM_C600660CA
6	NC_032094.1	116838	118541	+	3647132	CDC14	CAALFM_C600670WA	XP_019330990.1	542	phosphoprotein phosphatase
6	NC_032094.1	118692	119232	-	30515329	-	CAALFM_C600680CA	XP_019330991.1	154	hypothetical protein CAALFM_C600680CA
6	NC_032094.1	119448	120974	+	3647075	-	CAALFM_C600690WA	XP_711332.2	508	hypothetical protein CAALFM_C600690WA
6	NC_032094.1	121065	121958	-	3647074	-	CAALFM_C600700CA	XP_711331.2	297	RNA polymerase II subunit B1 CTD phosphatase
6	NC_032094.1	122466	124409	+	3647073	-	CAALFM_C600710WA	XP_711330.2	647	hypothetical protein CAALFM_C600710WA
6	NC_032094.1	124508	125947	-	3647071	COX15	CAALFM_C600720CA	XP_711328.2	479	Cox15p
6	NC_032094.1	126536	128452	+	3647070	-	CAALFM_C600730WA	XP_711327.1	638	hypothetical protein CAALFM_C600730WA
6	NC_032094.1	129790	131742	+	3647083	FAT1	CAALFM_C600740WA	XP_711325.1	650	long-chain fatty acid transporter
6	NC_032094.1	131977	133230	-	3647081	PGK1	CAALFM_C600750CA	XP_711323.1	417	phosphoglycerate kinase
6	NC_032094.1	134254	135108	+	3647080	-	CAALFM_C600760WA	XP_711322.2	284	hypothetical protein CAALFM_C600760WA
6	NC_032094.1	135141	136989	-	3647079	-	CAALFM_C600770CA	XP_019330992.1	587	hypothetical protein CAALFM_C600770CA
6	NC_032094.1	137336	140659	+	3647078	SEC8	CAALFM_C600780WA	XP_711320.2	1107	exocyst subunit
6	NC_032094.1	140815	141570	-	3647077	CTR1	CAALFM_C600790CA	XP_711319.1	251	high-affinity Cu transporter
6	NC_032094.1	142324	144471	-	3647069	-	CAALFM_C600800CA	XP_711317.2	715	hypothetical protein CAALFM_C600800CA
6	NC_032094.1	149369	150541	-	3647068	-	CAALFM_C600810CA	XP_711316.1	390	hypothetical protein CAALFM_C600810CA
6	NC_032094.1	158273	159529	+	3647067	SUN41	CAALFM_C600820WA	XP_711315.2	418	putative glucosidase
6	NC_032094.1	159840	161719	-	3647066	CAN3	CAALFM_C600830CA	XP_019330993.1	566	Can3p
6	NC_032094.1	165020	165511	+	3644009	GPX2	CAALFM_C600840WA	XP_714294.1	163	Gpx2p
6	NC_032094.1	167136	167621	+	3644010	-	CAALFM_C600850WA	XP_714295.1	161	peroxiredoxin
6	NC_032094.1	169118	169807	+	3644011	GPX1	CAALFM_C600860WA	XP_714296.2	229	Gpx1p
6	NC_032094.1	170116	171318	-	3644012	ILV5	CAALFM_C600870CA	XP_714297.2	400	ketol-acid reductoisomerase
6	NC_032094.1	172250	173392	+	3644027	PEX7	CAALFM_C600880WA	XP_714298.1	380	Pex7p
6	NC_032094.1	174611	176875	+	3644028	-	CAALFM_C600890WA	XP_714299.2	754	hypothetical protein CAALFM_C600890WA
6	NC_032094.1	176941	177840	-	3644029	-	CAALFM_C600900CA	XP_714300.1	299	hypothetical protein CAALFM_C600900CA
6	NC_032094.1	178343	181033	-	3644030	-	CAALFM_C600910CA	XP_714301.2	896	hypothetical protein CAALFM_C600910CA
6	NC_032094.1	182690	183145	+	3644031	-	CAALFM_C600920WA	XP_714302.1	151	hypothetical protein CAALFM_C600920WA
6	NC_032094.1	183350	184084	-	3644032	-	CAALFM_C600930CA	XP_714303.1	244	hypothetical protein CAALFM_C600930CA
6	NC_032094.1	184756	185646	-	3644033	-	CAALFM_C600940CA	XP_714304.1	296	pheromone-regulated protein
6	NC_032094.1	186531	188873	-	3644034	TOP1	CAALFM_C600950CA	XP_714305.1	780	DNA topoisomerase 1
6	NC_032094.1	191051	192766	+	3644035	CAN1	CAALFM_C600960WA	XP_714306.1	571	Can1p
6	NC_032094.1	192961	193944	-	3644045	HAL21	CAALFM_C600970CA	XP_714308.2	328	3\'(2\'),5\'-bisphosphate nucleotidase, partial
6	NC_032094.1	194243	195295	-	3644046	-	CAALFM_C600980CA	XP_714309.2	350	hypothetical protein CAALFM_C600980CA
6	NC_032094.1	195918	196958	+	3644047	RIM9	CAALFM_C600990WA	XP_714310.2	346	Rim9p
6	NC_032094.1	197030	198280	-	3644048	-	CAALFM_C601000CA	XP_714311.2	416	hypothetical protein CAALFM_C601000CA
6	NC_032094.1	198680	199057	+	3644049	KAR5	CAALFM_C601010WA	XP_714312.2	125	Kar5p
6	NC_032094.1	199256	200110	+	3644050	-	CAALFM_C601020WA	XP_714313.1	284	hypothetical protein CAALFM_C601020WA
6	NC_032094.1	200518	201594	+	3644051	HAL22	CAALFM_C601030WA	XP_714314.2	358	Hal22p
6	NC_032094.1	201650	204145	-	3644014	-	CAALFM_C601040CA	XP_714316.2	831	RNA helicase
6	NC_032094.1	204367	205872	+	3644015	-	CAALFM_C601050WA	XP_714317.1	501	tyrosine--tRNA ligase
6	NC_032094.1	205994	207700	-	3644017	CAN2	CAALFM_C601060CA	XP_714319.1	568	arginine permease
6	NC_032094.1	209410	210309	-	3644018	CIP1	CAALFM_C601070CA	XP_714320.2	299	Cip1p
6	NC_032094.1	211793	212791	-	3644019	-	CAALFM_C601080CA	XP_714321.2	332	hypothetical protein CAALFM_C601080CA
6	NC_032094.1	213007	213913	-	3644020	-	CAALFM_C601090CA	XP_019330994.1	279	hypothetical protein CAALFM_C601090CA
6	NC_032094.1	214553	216145	+	3644052	SEC9	CAALFM_C601100WA	XP_714323.2	530	Sec9p
6	NC_032094.1	218197	219507	+	3644053	FAD2	CAALFM_C601110WA	XP_714324.1	436	Fad2p
6	NC_032094.1	219755	220552	-	3644054	-	CAALFM_C601120CA	XP_714325.2	265	protein-S-isoprenylcysteine carboxyl O-methyltransferase
6	NC_032094.1	220839	221612	+	3644055	-	CAALFM_C601130WA	XP_714326.1	257	hypothetical protein CAALFM_C601130WA
6	NC_032094.1	221639	222187	-	3644056	ARC18	CAALFM_C601140CA	XP_714327.1	182	Arc18p
6	NC_032094.1	224375	226279	+	3644057	CDC20	CAALFM_C601150WA	XP_714328.2	634	ubiquitin-protein transferase activating protein
6	NC_032094.1	226945	227577	+	3644058	RCN1	CAALFM_C601160WA	XP_714329.1	210	Rcn1p
6	NC_032094.1	228067	229164	+	3644059	CIC1	CAALFM_C601170WA	XP_714330.1	365	Cic1p
6	NC_032094.1	229417	230640	-	3644060	EBP1	CAALFM_C601180CA	XP_714331.2	407	Ebp1p
6	NC_032094.1	232244	236857	-	3644040	VPS15	CAALFM_C601190CA	XP_714336.2	1537	ubiquitin-binding serine/threonine protein kinase
6	NC_032094.1	237060	237734	+	3644041	-	CAALFM_C601200WA	XP_714337.1	224	hypothetical protein CAALFM_C601200WA
6	NC_032094.1	237854	238266	+	30515330	-	CAALFM_C601210WA	XP_019330995.1	115	hypothetical protein CAALFM_C601210WA
6	NC_032094.1	238369	240150	-	3644042	-	CAALFM_C601220CA	XP_714338.2	593	hypothetical protein CAALFM_C601220CA
6	NC_032094.1	245451	247826	+	3644022	EXO84	CAALFM_C601280WA	XP_714341.2	791	exocyst subunit
6	NC_032094.1	247958	250051	-	3644023	QDR3	CAALFM_C601290CA	XP_714342.2	697	Qdr3p
6	NC_032094.1	251632	252873	+	3644024	-	CAALFM_C601300WA	XP_714343.1	413	putative acyltransferase
6	NC_032094.1	253187	253984	+	3644025	FIG1	CAALFM_C601310WA	XP_714344.1	265	Fig1p
6	NC_032094.1	254510	265975	+	3641644	TRA1	CAALFM_C601320WA	XP_716758.2	3821	histone acetyltransferase
6	NC_032094.1	266126	266865	-	3641643	-	CAALFM_C601330CA	XP_019330996.1	219	hypothetical protein CAALFM_C601330CA
6	NC_032094.1	267237	267944	-	30515331	-	CAALFM_C601340CA	XP_019330997.1	205	phosphatidylglycerophosphatase
6	NC_032094.1	268142	270265	+	3641642	-	CAALFM_C601350WA	XP_716756.2	707	E3 ubiquitin-protein ligase
6	NC_032094.1	272338	272679	+	3641608	-	CAALFM_C601360WA	XP_716755.2	113	hypothetical protein CAALFM_C601360WA
6	NC_032094.1	274059	275504	+	3641607	-	CAALFM_C601370WA	XP_716754.1	481	hypothetical protein CAALFM_C601370WA
6	NC_032094.1	275554	276168	-	3641606	-	CAALFM_C601380CA	XP_716753.1	204	Ran GTPase-binding protein
6	NC_032094.1	276517	277704	+	3641605	HOC1	CAALFM_C601390WA	XP_716752.2	395	alpha-1,6-mannosyltransferase
6	NC_032094.1	278810	280840	+	3641604	-	CAALFM_C601400WA	XP_716751.1	676	hypothetical protein CAALFM_C601400WA
6	NC_032094.1	281102	282313	-	3641603	OYE2	CAALFM_C601410CA	XP_716750.2	403	NADPH dehydrogenase
6	NC_032094.1	282711	283952	-	3641602	-	CAALFM_C601420CA	XP_716749.1	413	hypothetical protein CAALFM_C601420CA
6	NC_032094.1	284857	285648	-	3641601	FRP6	CAALFM_C601430CA	XP_716748.1	263	Frp6p
6	NC_032094.1	287462	288292	-	3641600	FRP5	CAALFM_C601440CA	XP_716747.2	276	Frp5p
6	NC_032094.1	289441	290394	-	3641624	-	CAALFM_C601450CA	XP_716746.2	317	hypothetical protein CAALFM_C601450CA
6	NC_032094.1	292746	293900	-	3641623	-	CAALFM_C601460CA	XP_716745.2	384	hypothetical protein CAALFM_C601460CA
6	NC_032094.1	294635	296263	+	3641622	-	CAALFM_C601470WA	XP_716744.2	542	hypothetical protein CAALFM_C601470WA
6	NC_032094.1	296921	297466	+	3641621	-	CAALFM_C601480WA	XP_716743.1	181	hypothetical protein CAALFM_C601480WA
6	NC_032094.1	297609	298052	-	3641620	-	CAALFM_C601490CA	XP_716742.2	147	hypothetical protein CAALFM_C601490CA
6	NC_032094.1	298211	301176	-	3641619	TRY5	CAALFM_C601500CA	XP_716741.2	988	Try5p, partial
6	NC_032094.1	304773	305993	+	3641618	OYE23	CAALFM_C601510WA	XP_716740.1	406	Oye23p
6	NC_032094.1	306695	308335	+	3641617	-	CAALFM_C601520WA	XP_716739.1	546	hypothetical protein CAALFM_C601520WA
6	NC_032094.1	310350	310466	-	30515332	-	CAALFM_C601530CA	XP_019330998.1	38	proteolipid ATPase
6	NC_032094.1	314026	317713	-	3641653	-	CAALFM_C601550CA	XP_716738.2	1229	DNA-directed DNA polymerase gamma, partial
6	NC_032094.1	319706	320740	+	3641652	-	CAALFM_C601560WA	XP_716737.1	344	hypothetical protein CAALFM_C601560WA
6	NC_032094.1	321477	324401	-	3641651	FGR47	CAALFM_C601570CA	XP_716736.2	974	Fgr47p
6	NC_032094.1	328457	329938	+	3641650	-	CAALFM_C601590WA	XP_716735.1	493	hypothetical protein CAALFM_C601590WA
6	NC_032094.1	331191	332384	+	3641648	ANB1	CAALFM_C601610WA	XP_019330999.1	158	translation elongation factor eIF-5A
6	NC_032094.1	334854	336653	+	3641647	-	CAALFM_C601620WA	XP_716732.2	599	hypothetical protein CAALFM_C601620WA
6	NC_032094.1	337224	338591	+	3641646	TIF3	CAALFM_C601630WA	XP_716731.2	455	Tif3p
6	NC_032094.1	339591	340175	+	30515334	MED19	CAALFM_C601640WA	XP_019331000.1	168	Med19p
6	NC_032094.1	340292	347998	-	3641645	FMP27	CAALFM_C601650CA	XP_716730.2	2568	Fmp27p
6	NC_032094.1	350639	352531	+	3641615	MAE1	CAALFM_C601670WA	XP_716728.1	630	malate dehydrogenase (oxaloacetate-decarboxylating)
6	NC_032094.1	352702	353787	-	3641614	-	CAALFM_C601680CA	XP_716727.2	361	hypothetical protein CAALFM_C601680CA
6	NC_032094.1	354147	356351	+	3641613	ACF2	CAALFM_C601690WA	XP_716726.2	734	Acf2p
6	NC_032094.1	356945	357782	+	30515335	RPL32	CAALFM_C601700WA	XP_019331001.1	131	ribosomal 60S subunit protein L32
6	NC_032094.1	358106	360544	-	3641611	PTK2	CAALFM_C601710CA	XP_716724.1	812	protein kinase
6	NC_032094.1	364197	365009	-	3641610	SUR7	CAALFM_C601720CA	XP_716723.1	270	Sur7p
6	NC_032094.1	365969	366277	+	3641609	FGR37	CAALFM_C601730WA	XP_716722.1	102	Fgr37p
6	NC_032094.1	366437	368230	-	3641641	ATG15	CAALFM_C601740CA	XP_716721.1	597	triglyceride lipase
6	NC_032094.1	368561	369448	-	3641640	-	CAALFM_C601750CA	XP_716720.1	295	putative pyridoxal kinase
6	NC_032094.1	369850	372375	+	3641639	SEC12	CAALFM_C601760WA	XP_716719.2	841	Sec12p
6	NC_032094.1	372715	373851	+	3641637	RAD18	CAALFM_C601770WA	XP_716717.2	378	E3 ubiquitin-protein ligase
6	NC_032094.1	374139	375542	-	3641636	-	CAALFM_C601780CA	XP_716716.1	467	hypothetical protein CAALFM_C601780CA
6	NC_032094.1	376564	378156	-	3641635	ZCF18	CAALFM_C601790CA	XP_019331002.1	510	Zcf18p
6	NC_032094.1	378946	380427	+	3641634	-	CAALFM_C601810WA	XP_716714.2	493	hypothetical protein CAALFM_C601810WA
6	NC_032094.1	380495	381680	-	3641632	FPG1	CAALFM_C601820CA	XP_019331003.1	372	Fpg1p
6	NC_032094.1	381840	382496	+	3641631	CTA1	CAALFM_C601830WA	XP_716711.1	218	Cta1p
6	NC_032094.1	382542	383525	-	3641630	COQ3	CAALFM_C601840CA	XP_716710.1	327	hexaprenyldihydroxybenzoate methyltransferase
6	NC_032094.1	383676	385970	+	3641629	-	CAALFM_C601850WA	XP_716709.2	764	hypothetical protein CAALFM_C601850WA
6	NC_032094.1	386043	386584	-	3641626	HCH1	CAALFM_C601860CA	XP_019331004.1	152	Hch1p
6	NC_032094.1	386807	388339	-	3641625	-	CAALFM_C601870CA	XP_716705.1	510	hypothetical protein CAALFM_C601870CA
6	NC_032094.1	389289	389918	+	3641599	-	CAALFM_C601880WA	XP_716704.1	209	hypothetical protein CAALFM_C601880WA
6	NC_032094.1	390049	391773	-	3641598	-	CAALFM_C601890CA	XP_716703.2	574	ATP-dependent DNA/RNA helicase
6	NC_032094.1	392015	392737	-	3641597	DOG1	CAALFM_C601900CA	XP_716702.2	240	2-deoxyglucose-6-phosphatase
6	NC_032094.1	393707	394456	+	3644533	ADK1	CAALFM_C601910WA	XP_716701.2	249	adenylate kinase
6	NC_032094.1	394669	396216	-	3644534	-	CAALFM_C601920CA	XP_713817.2	516	hypothetical protein CAALFM_C601920CA, partial
6	NC_032094.1	397028	397942	+	3644535	YHM1	CAALFM_C601930WA	XP_713818.2	304	Yhm1p
6	NC_032094.1	398675	398908	+	30515337	-	CAALFM_C601940WA	XP_019331005.1	77	hypothetical protein CAALFM_C601940WA
6	NC_032094.1	399034	400629	-	3644558	-	CAALFM_C601950CA	XP_713819.1	531	hypothetical protein CAALFM_C601950CA
6	NC_032094.1	400918	402603	+	3644559	-	CAALFM_C601960WA	XP_713820.1	561	hypothetical protein CAALFM_C601960WA
6	NC_032094.1	402753	403626	-	30515338	RPL25	CAALFM_C601970CA	XP_019331006.1	142	ribosomal 60S subunit protein L25
6	NC_032094.1	403985	404632	-	3644560	-	CAALFM_C601980CA	XP_713821.1	215	mitochondrial 37S ribosomal protein YmS18
6	NC_032094.1	405913	407730	+	3644561	PLB1	CAALFM_C601990WA	XP_713822.1	605	Plb1p
6	NC_032094.1	409352	411181	+	3644562	PLB2	CAALFM_C602000WA	XP_713823.2	609	Plb2p
6	NC_032094.1	411489	412604	-	3644563	GPD2	CAALFM_C602010CA	XP_713824.1	371	Gpd2p
6	NC_032094.1	414633	415973	-	3647563	-	CAALFM_C602020CA	XP_710847.2	446	hypothetical protein CAALFM_C602020CA
6	NC_032094.1	416245	417378	-	3647562	-	CAALFM_C602030CA	XP_710846.2	377	NADHX dehydratase
6	NC_032094.1	417949	418854	+	3647561	MCR1	CAALFM_C602040WA	XP_710845.1	301	cytochrome-b5 reductase
6	NC_032094.1	419022	420419	+	3647560	DBR1	CAALFM_C602050WA	XP_710844.2	465	RNA lariat debranching enzyme
6	NC_032094.1	422258	424654	+	3647559	SLM2	CAALFM_C602060WA	XP_710843.2	798	phosphatidylinositol 4,5-bisphosphate-binding protein
6	NC_032094.1	424970	425898	-	3647558	RPL23A	CAALFM_C602070CA	XP_019331007.1	137	ribosomal 60S subunit protein L23B
6	NC_032094.1	426472	429609	-	6335445	-	CAALFM_C602090CA	XP_443846.2	1045	hypothetical protein CAALFM_C602090CA
6	NC_032094.1	434385	434888	+	3647554	-	CAALFM_C602100WA	XP_710838.1	167	hypothetical protein CAALFM_C602100WA
6	NC_032094.1	436350	437441	+	3647553	-	CAALFM_C602110WA	XP_710837.1	363	hypothetical protein CAALFM_C602110WA
6	NC_032094.1	437978	442957	+	3647552	CHC1	CAALFM_C602120WA	XP_710836.2	1660	clathrin heavy chain, partial
6	NC_032094.1	443134	444234	-	3647550	CTF5	CAALFM_C602130CA	XP_710834.2	366	Ctf5p
6	NC_032094.1	444603	447512	+	3645886	-	CAALFM_C602140WA	XP_712493.2	969	hypothetical protein CAALFM_C602140WA
6	NC_032094.1	447639	449000	-	3645888	-	CAALFM_C602150CA	XP_712495.2	453	hypothetical protein CAALFM_C602150CA
6	NC_032094.1	449471	451141	+	3645889	-	CAALFM_C602160WA	XP_712496.1	556	hypothetical protein CAALFM_C602160WA
6	NC_032094.1	451184	452335	-	3645890	SWD3	CAALFM_C602170CA	XP_712497.1	383	Swd3p
6	NC_032094.1	453038	453583	+	3645861	-	CAALFM_C602180WA	XP_712498.1	181	hypothetical protein CAALFM_C602180WA
6	NC_032094.1	454198	455418	-	3645862	-	CAALFM_C602190CA	XP_712499.1	406	serine/threonine/tyrosine protein kinase
6	NC_032094.1	458121	458522	-	3645863	-	CAALFM_C602200CA	XP_712500.2	133	hypothetical protein CAALFM_C602200CA
6	NC_032094.1	460066	460428	+	3645864	-	CAALFM_C602210WA	XP_712501.2	120	hypothetical protein CAALFM_C602210WA
6	NC_032094.1	461384	462114	+	3645865	SAR1	CAALFM_C602220WA	XP_019331008.1	190	Arf family GTPase
6	NC_032094.1	463058	465112	+	3645866	-	CAALFM_C602230WA	XP_712503.1	684	putative GTPase
6	NC_032094.1	465254	465907	-	3645868	RPL10A	CAALFM_C602240CA	XP_712505.1	217	ribosomal 60S subunit protein L1A
6	NC_032094.1	466317	467456	+	3645869	-	CAALFM_C602250WA	XP_712506.1	379	hypothetical protein CAALFM_C602250WA
6	NC_032094.1	467667	470486	-	3645870	SEC27	CAALFM_C602260CA	XP_712507.2	939	coatomer subunit beta\'
6	NC_032094.1	470964	472793	-	3645871	ALG11	CAALFM_C602270CA	XP_712508.2	609	alpha-1,2-mannosyltransferase
6	NC_032094.1	474133	475320	+	3645872	-	CAALFM_C602280WA	XP_712509.2	395	hypothetical protein CAALFM_C602280WA
6	NC_032094.1	475632	478013	-	3645873	-	CAALFM_C602290CA	XP_712510.2	793	putative tRNA 4-demethylwyosine synthase
6	NC_032094.1	478575	478916	-	3645874	-	CAALFM_C602300CA	XP_712511.1	113	hypothetical protein CAALFM_C602300CA
6	NC_032094.1	479401	481050	+	3645875	-	CAALFM_C602310WA	XP_712512.2	549	deubiquitination module subunit
6	NC_032094.1	481253	482839	-	3645876	IPL1	CAALFM_C602320CA	XP_712513.2	528	aurora kinase
6	NC_032094.1	486452	487012	+	3645877	-	CAALFM_C602330WA	XP_712514.2	186	hypothetical protein CAALFM_C602330WA
6	NC_032094.1	489805	491106	+	3645878	HRR25	CAALFM_C602340WA	XP_712515.1	433	serine/threonine protein kinase
6	NC_032094.1	491416	493362	-	3645881	-	CAALFM_C602350CA	XP_019331009.1	612	pseudouridine synthase
6	NC_032094.1	493517	494062	+	3645880	NIP7	CAALFM_C602360WA	XP_712517.2	181	ribosome biosynthesis protein
6	NC_032094.1	494226	495677	-	3645882	-	CAALFM_C602370CA	XP_712519.2	483	mitochondrial 37S ribosomal protein RSM23
6	NC_032094.1	496005	497672	+	3645883	-	CAALFM_C602380WA	XP_712520.2	555	ATP-dependent RNA helicase
6	NC_032094.1	499151	500542	+	3645884	-	CAALFM_C602410WA	XP_712521.2	463	NAD(+) diphosphatase
6	NC_032094.1	501489	502706	+	3645885	-	CAALFM_C602420WA	XP_712522.1	405	phosphatidylglycerol phospholipase
6	NC_032094.1	503335	507153	+	3639163	-	CAALFM_C602430WA	XP_719075.2	1272	hypothetical protein CAALFM_C602430WA
6	NC_032094.1	507225	508085	-	3639166	PRP45	CAALFM_C602440CA	XP_719078.1	286	mRNA splicing protein
6	NC_032094.1	508862	509665	+	3639167	-	CAALFM_C602450WA	XP_719079.2	267	hypothetical protein CAALFM_C602450WA
6	NC_032094.1	509769	510749	-	3639168	-	CAALFM_C602460CA	XP_719080.1	326	hypothetical protein CAALFM_C602460CA
6	NC_032094.1	511041	512948	+	3639169	-	CAALFM_C602470WA	XP_719081.2	635	signal recognition particle subunit
6	NC_032094.1	514254	515363	+	3639170	-	CAALFM_C602480WA	XP_719082.1	369	NADP-dependent alcohol dehydrogenase
6	NC_032094.1	515648	516388	-	3639171	-	CAALFM_C602490CA	XP_719083.1	246	hypothetical protein CAALFM_C602490CA
6	NC_032094.1	517713	518897	-	3639172	GCV1	CAALFM_C602500CA	XP_719084.2	394	glycine decarboxylase subunit T
6	NC_032094.1	519240	519686	-	3639173	ASG7	CAALFM_C602510CA	XP_719085.1	148	Asg7p
6	NC_032094.1	520747	521556	+	3639174	ISA1	CAALFM_C602520WA	XP_719086.1	269	Fe-binding Fe/S cluster assembly protein
6	NC_032094.1	521838	522290	-	3639175	-	CAALFM_C602530CA	XP_719087.1	150	hypothetical protein CAALFM_C602530CA
6	NC_032094.1	522595	523275	-	3639176	-	CAALFM_C602540CA	XP_719088.1	226	hypothetical protein CAALFM_C602540CA
6	NC_032094.1	523443	524150	+	3639204	-	CAALFM_C602550WA	XP_719089.1	235	hypothetical protein CAALFM_C602550WA
6	NC_032094.1	524474	525520	+	3639205	-	CAALFM_C602560WA	XP_719090.2	348	hypothetical protein CAALFM_C602560WA
6	NC_032094.1	525572	526570	-	3639206	SEC20	CAALFM_C602570CA	XP_719091.2	332	Sec20p
6	NC_032094.1	526774	528267	+	3639207	-	CAALFM_C602580WA	XP_719092.2	497	RNA exonuclease
6	NC_032094.1	528273	529094	-	3639208	MOB1	CAALFM_C602590CA	XP_719093.1	273	Mob1p
6	NC_032094.1	529546	532056	+	3639209	NAB3	CAALFM_C602600WA	XP_719094.1	836	Nab3p
6	NC_032094.1	532206	533732	-	3639210	CDC37	CAALFM_C602610CA	XP_719095.1	508	Cdc37p
6	NC_032094.1	534068	534433	-	3639211	-	CAALFM_C602620CA	XP_719096.2	121	hypothetical protein CAALFM_C602620CA
6	NC_032094.1	534981	537278	-	3639221	-	CAALFM_C602630CA	XP_719097.2	765	guanine nucleotide exchange factor
6	NC_032094.1	537774	538826	-	3639222	-	CAALFM_C602640CA	XP_719098.2	350	hypothetical protein CAALFM_C602640CA
6	NC_032094.1	539180	540637	-	3639223	-	CAALFM_C602650CA	XP_719099.2	485	hypothetical protein CAALFM_C602650CA
6	NC_032094.1	541584	543302	-	3639224	-	CAALFM_C602660CA	XP_719100.2	572	putative amidase
6	NC_032094.1	547501	548802	-	3639225	WSC2	CAALFM_C602670CA	XP_719101.2	433	Wsc2p
6	NC_032094.1	552562	553404	+	3639226	-	CAALFM_C602680WA	XP_719102.2	280	SNAP receptor
6	NC_032094.1	553947	555881	-	3639228	-	CAALFM_C602690CA	XP_719104.1	644	hypothetical protein CAALFM_C602690CA
6	NC_032094.1	558152	559408	-	3639229	SAP6	CAALFM_C602710CA	XP_719105.1	418	Sap6p
6	NC_032094.1	561383	563818	-	3639212	-	CAALFM_C602720CA	XP_719106.2	811	hypothetical protein CAALFM_C602720CA
6	NC_032094.1	564311	566254	+	3639213	SAC6	CAALFM_C602730WA	XP_719107.2	647	fimbrin
6	NC_032094.1	566592	566915	+	3639216	-	CAALFM_C602740WA	XP_719110.1	107	hypothetical protein CAALFM_C602740WA
6	NC_032094.1	567103	568881	-	3639217	LYS14	CAALFM_C602750CA	XP_719111.1	592	Lys14p
6	NC_032094.1	569269	569946	+	3639218	-	CAALFM_C602760WA	XP_719112.1	225	hypothetical protein CAALFM_C602760WA
6	NC_032094.1	570239	570931	+	3639219	MRT4	CAALFM_C602770WA	XP_719113.1	230	Mrt4p
6	NC_032094.1	571363	572925	-	3639220	MIF2	CAALFM_C602780CA	XP_719114.2	520	Mif2p
6	NC_032094.1	573291	575498	-	3639245	-	CAALFM_C602790CA	XP_719115.2	735	hypothetical protein CAALFM_C602790CA
6	NC_032094.1	576265	576792	+	3639246	-	CAALFM_C602800WA	XP_719116.2	175	L-methionine (R)-S-oxide reductase
6	NC_032094.1	577043	580438	-	3639248	-	CAALFM_C602810CA	XP_719118.2	1131	hypothetical protein CAALFM_C602810CA
6	NC_032094.1	583525	586143	+	3639250	MNN4-4	CAALFM_C602830WA	XP_719120.2	872	Mnn4-4p
6	NC_032094.1	586391	587995	-	3639251	RBF1	CAALFM_C602840CA	XP_719121.1	534	Rbf1p
6	NC_032094.1	588696	589763	+	3639252	RAV2	CAALFM_C602850WA	XP_719122.2	355	Rav2p
6	NC_032094.1	590320	593553	+	3639236	STE23	CAALFM_C602860WA	XP_719124.2	1077	metalloendopeptidase
6	NC_032094.1	594266	594967	+	3639237	RNH1	CAALFM_C602870WA	XP_719125.1	233	Rnh1p
6	NC_032094.1	596395	597093	+	3639238	-	CAALFM_C602880WA	XP_719126.2	232	hypothetical protein CAALFM_C602880WA
6	NC_032094.1	597534	598598	-	3639239	HPD1	CAALFM_C602890CA	XP_719127.2	354	Hpd1p
6	NC_032094.1	599811	601172	-	3639240	-	CAALFM_C602900CA	XP_719128.2	453	putative lipoate--protein ligase
6	NC_032094.1	601321	602160	+	3639241	POP4	CAALFM_C602910WA	XP_719129.2	279	RNase P/RNase MRP complex subunit
6	NC_032094.1	602192	603142	-	3639242	VPS51	CAALFM_C602920CA	XP_719130.2	316	Vps51p
6	NC_032094.1	603414	606363	+	3639243	-	CAALFM_C602930WA	XP_019331010.1	932	hypothetical protein CAALFM_C602930WA
6	NC_032094.1	606561	607859	-	3639187	-	CAALFM_C602940CA	XP_719134.2	432	hypothetical protein CAALFM_C602940CA
6	NC_032094.1	608693	609775	-	3639188	-	CAALFM_C602950CA	XP_719135.1	360	hypothetical protein CAALFM_C602950CA
6	NC_032094.1	610396	611592	+	3639189	-	CAALFM_C602960WA	XP_719136.2	398	putative cysteine synthase
6	NC_032094.1	611719	613338	-	3639190	-	CAALFM_C602970CA	XP_719137.2	539	hypothetical protein CAALFM_C602970CA
6	NC_032094.1	614384	616048	-	3639192	-	CAALFM_C602980CA	XP_719139.2	554	pantothenate kinase
6	NC_032094.1	617910	619601	+	3639193	-	CAALFM_C602990WA	XP_719140.2	563	hypothetical protein CAALFM_C602990WA
6	NC_032094.1	620109	620915	-	3639194	-	CAALFM_C603000CA	XP_719141.2	268	hypothetical protein CAALFM_C603000CA
6	NC_032094.1	621127	629748	+	3639263	TEL1	CAALFM_C603010WA	XP_719142.2	2873	DNA-binding protein kinase
6	NC_032094.1	630448	632880	+	3639267	PEP3	CAALFM_C603020WA	XP_719146.2	810	tethering complex subunit
6	NC_032094.1	635173	636429	+	3639268	SAP5	CAALFM_C603030WA	XP_719147.1	418	Sap5p
6	NC_032094.1	637254	640202	-	3639269	-	CAALFM_C603040CA	XP_719148.2	982	phosphatidylinositol-3,5-bisphosphate 5-phosphatase
6	NC_032094.1	640436	641836	-	3639270	-	CAALFM_C603050CA	XP_719149.2	466	hypothetical protein CAALFM_C603050CA
